evid,latitude,longitude,depth,time,mag,T_src,X,Y,unc_x,unc_y,unc_z
658,35.89072847213271,-117.68265889467223,6.9808207,2000-12-14T01:58:00.640480,1.0,0.34903133,174.27608,224.08112,NaN,NaN,NaN
73,35.91771395567881,-117.69224075066546,4.361777,2000-12-13T16:13:01.237278,1.0,-0.24279045,173.35297,227.05817,NaN,NaN,NaN
269,35.62284601902607,-117.42396072467089,5.2661076,2000-12-13T19:29:01.210993,1.0,-0.2099527,198.28543,194.83878,NaN,NaN,NaN
16,35.67394660633188,-117.48275680625153,3.2526262,2000-12-13T15:16:01.022371,1.0,0.046755128,192.83876,200.39438,NaN,NaN,NaN
734,35.67307622219993,-117.4847013828703,1.0948408,2000-12-14T03:14:00.841094,1.0,0.2981605,192.66481,200.29416,NaN,NaN,NaN
873,35.66126049800078,-117.50499569429257,5.205519,2000-12-14T05:33:01.213504,1.0,0.058787532,190.85559,198.94537,NaN,NaN,NaN
33,35.95516294724603,-117.70421111247708,4.5296526,2000-12-13T15:33:00.798017,1.0,0.20659563,172.19252,231.19194,NaN,NaN,NaN
732,35.91133128340907,-117.67349252851369,4.044106,2000-12-14T03:12:01.201211,1.0,-0.15601692,175.05885,226.38222,NaN,NaN,NaN
406,35.94956946778508,-117.71749199764619,4.466104,2000-12-13T21:46:00.990776,1.0,0.020013727,171.00636,230.5491,NaN,NaN,NaN
447,35.89971848649947,-117.68109180071626,4.2032676,2000-12-13T22:27:01.058482,1.0,-0.0482399,174.3981,225.08102,NaN,NaN,NaN
881,35.90163746894568,-117.70823675849408,6.3595886,2000-12-14T05:41:01.014099,1.0,-0.03760545,171.94363,225.24776,NaN,NaN,NaN
858,35.92710843481359,-117.7057378480965,4.5768895,2000-12-14T05:18:00.890539,1.0,0.093623556,172.11478,228.07738,NaN,NaN,NaN
641,35.716803246288535,-117.51955683302756,5.018167,2000-12-14T01:41:01.362943,1.0,-0.27641004,189.40762,205.07928,NaN,NaN,NaN
744,35.66955188962607,-117.47375324969181,3.2559493,2000-12-14T03:24:00.798513,1.0,0.2784119,193.66422,199.92395,NaN,NaN,NaN
234,35.902112719494745,-117.70354870663682,6.6217523,2000-12-13T18:54:01.113139,1.0,-0.12829107,172.3658,225.3084,NaN,NaN,NaN
421,35.60923714655111,-117.40859394105742,5.797615,2000-12-13T22:01:00.807620,1.0,0.0833677,199.71065,193.35919,NaN,NaN,NaN
635,35.919517683436816,-117.6936805388189,4.841026,2000-12-14T01:35:01.068126,1.0,-0.09301191,173.21915,227.2558,NaN,NaN,NaN
554,35.665170353330566,-117.47465689346268,4.4474435,2000-12-14T00:14:01.239970,1.0,-0.23776884,193.59286,199.43622,NaN,NaN,NaN
822,35.69783330944544,-117.50627992891498,7.608878,2000-12-14T04:42:01.086697,1.0,-0.13156222,190.65338,202.99979,NaN,NaN,NaN
938,35.97198405840807,-117.66391306067037,3.6267257,2000-12-14T06:38:01.220607,1.0,-0.24375074,175.79094,233.12668,NaN,NaN,NaN
51,35.982763959793964,-117.6729158256619,3.1637077,2000-12-13T15:51:01.249136,1.0,-0.22163506,174.95554,234.30695,NaN,NaN,NaN
490,35.578001103367235,-117.34739963700922,3.7160716,2000-12-13T23:10:01.019966,1.0,-0.08268926,205.33278,190.0158,NaN,NaN,NaN
941,35.88426624889701,-117.71374141901046,4.9718184,2000-12-14T06:41:00.814094,1.0,0.22299424,171.48369,223.31155,NaN,NaN,NaN
54,35.69835516445658,-117.54647623338533,7.859671,2000-12-13T15:54:01.053906,1.0,-0.1112135,187.01477,202.98328,NaN,NaN,NaN
244,35.9574799286069,-117.71166953039354,4.627395,2000-12-13T19:04:00.869093,1.0,0.13252433,171.51477,231.43637,NaN,NaN,NaN
106,35.8903600893354,-117.68336372396297,4.8457837,2000-12-13T16:46:01.164331,1.0,-0.18755285,174.21324,224.03905,NaN,NaN,NaN
157,35.592054193835864,-117.42366783676964,4.790529,2000-12-13T17:37:01.073663,1.0,-0.039203346,198.38705,191.42381,NaN,NaN,NaN
304,35.98181271972556,-117.66846947157512,3.212343,2000-12-13T20:04:00.627579,1.0,0.41576278,175.35857,234.20908,NaN,NaN,NaN
702,35.74039095175395,-117.56648948265517,4.542526,2000-12-14T02:42:01.158568,1.0,-0.0779937,185.10771,207.60959,NaN,NaN,NaN
811,35.90539294621953,-117.73160241491618,4.6337996,2000-12-14T04:31:00.963488,1.0,0.04596647,169.82654,225.62515,NaN,NaN,NaN
904,35.59073562592418,-117.58487738350865,4.847591,2000-12-14T06:04:00.676582,1.0,0.2706507,183.7831,190.97583,NaN,NaN,NaN
924,35.90006632082035,-117.73105418467435,5.9948463,2000-12-14T06:24:00.804035,1.0,0.16583994,169.88725,225.0352,NaN,NaN,NaN
722,36.05331971094327,-117.84890039935513,3.6310072,2000-12-14T03:02:01.071938,1.0,-0.07307168,158.94579,241.84491,NaN,NaN,NaN
229,36.04670155834643,-117.84888794359749,3.6945286,2000-12-13T18:49:00.874263,1.0,0.12973046,158.96002,241.1108,NaN,NaN,NaN
521,35.951314634250814,-117.68779164430873,4.320599,2000-12-13T23:41:00.950917,1.0,0.07147036,173.68199,230.79294,NaN,NaN,NaN
23,35.69831134707765,-117.51265970458672,7.5412993,2000-12-13T15:23:00.818894,1.0,0.15094587,190.07495,203.04091,NaN,NaN,NaN
332,35.90313291224894,-117.69546071985867,4.464655,2000-12-13T20:32:01.046100,1.0,-0.049240742,173.09369,225.43527,NaN,NaN,NaN
611,36.04478943989962,-117.87272037547753,3.5799637,2000-12-14T01:11:00.859840,1.0,0.19968118,156.81624,240.86172,NaN,NaN,NaN
787,35.894472420078905,-117.67792882811204,4.321868,2000-12-14T04:07:00.908118,1.0,0.10121692,174.69499,224.50452,NaN,NaN,NaN
817,35.902280804396774,-117.72367006888744,4.9254975,2000-12-14T04:37:00.617901,1.0,0.3531886,170.54913,225.29318,NaN,NaN,NaN
19,35.62517489986897,-117.42453214773329,5.9887524,2000-12-13T15:19:01.034231,1.0,-0.07085305,198.228,195.096,NaN,NaN,NaN
318,35.939503941982686,-117.69752858353546,4.37585,2000-12-13T20:18:01.181504,1.0,-0.18602043,172.82896,229.46626,NaN,NaN,NaN
282,35.580199974071135,-117.61610005943646,6.002069,2000-12-13T19:42:01.073433,1.0,-0.121176384,180.97736,189.75139,NaN,NaN,NaN
621,35.912354296010335,-117.69269010244804,4.657109,2000-12-14T01:21:01.038808,1.0,-0.05671479,173.32394,226.46288,NaN,NaN,NaN
575,36.04171903914086,-117.8683567320477,3.393468,2000-12-14T00:35:00.944539,1.0,0.14522567,157.21547,240.52786,NaN,NaN,NaN
296,35.69498639081197,-117.53405604141975,8.608009,2000-12-13T19:56:00.414225,1.0,0.53870106,188.1465,202.63243,NaN,NaN,NaN
170,35.578469942245675,-117.61865289327802,6.034702,2000-12-13T17:50:00.802018,1.0,0.15360418,180.74985,189.55496,NaN,NaN,NaN
511,35.88428216652035,-117.68187915316788,7.3061466,2000-12-13T23:31:01.024777,1.0,-0.025367564,174.36041,223.36739,NaN,NaN,NaN
576,35.60443376865967,-117.57766595453394,5.5237617,2000-12-14T00:36:00.810920,1.0,0.13436094,184.40549,192.5083,NaN,NaN,NaN
151,35.89344293514503,-117.67767076758413,4.4073815,2000-12-13T17:31:00.973490,1.0,0.015837625,174.72052,224.39076,NaN,NaN,NaN
861,35.67919860023529,-117.51845041435928,8.255234,2000-12-14T05:21:01.454881,1.0,-0.5038891,189.59561,200.91006,NaN,NaN,NaN
116,35.88597336255464,-117.68830569035265,7.1667233,2000-12-13T16:56:00.935480,1.0,0.057147235,173.77654,223.544,NaN,NaN,NaN
890,36.04444497403568,-117.86998670989786,3.643458,2000-12-14T05:50:01.145823,1.0,-0.10304959,157.06325,240.82773,NaN,NaN,NaN
472,35.693228358051854,-117.51402794891013,6.5351973,2000-12-13T22:52:01.089263,1.0,-0.10184697,189.96304,202.47453,NaN,NaN,NaN
74,35.92078524442169,-117.72478599195661,4.518923,2000-12-13T16:14:01.254394,1.0,-0.25268745,170.40926,227.34395,NaN,NaN,NaN
828,35.91093279495537,-117.6954563125933,4.4402494,2000-12-14T04:48:01.195204,1.0,-0.20658621,173.07733,226.30049,NaN,NaN,NaN
110,35.58718055207742,-117.41957436500356,5.1343174,2000-12-13T16:50:00.837316,1.0,0.18549521,198.76985,190.89117,NaN,NaN,NaN
177,35.913163029253944,-117.6933200275791,4.779242,2000-12-13T17:57:01.313606,1.0,-0.34110048,173.26535,226.55151,NaN,NaN,NaN
267,36.05916471237992,-117.84791027806486,3.5292568,2000-12-13T19:27:01.003962,1.0,-0.0049711224,159.0234,242.49483,NaN,NaN,NaN
633,35.69979506651049,-117.5054477134905,6.716072,2000-12-14T01:33:01.027790,1.0,-0.07049594,190.72408,203.21895,NaN,NaN,NaN
654,35.951470448982676,-117.70188182328285,4.7297363,2000-12-14T01:54:00.793457,1.0,0.18880667,172.41055,230.78629,NaN,NaN,NaN
430,35.67664807341039,-117.4864287080821,1.6730028,2000-12-13T22:10:01.157030,1.0,-0.040813178,192.49998,200.6871,NaN,NaN,NaN
495,35.958316873602165,-117.68898986007497,4.3872666,2000-12-13T23:15:01.110862,1.0,-0.08616919,173.55879,231.56763,NaN,NaN,NaN
364,35.57751252015416,-117.6188073399385,6.2881165,2000-12-13T21:04:00.693901,1.0,0.25086412,180.73798,189.44849,NaN,NaN,NaN
387,35.90213774124698,-117.6730058742968,4.137808,2000-12-13T21:27:00.832855,1.0,0.19125672,175.12276,225.36325,NaN,NaN,NaN
160,35.744373159580114,-117.53470924706792,6.8272476,2000-12-13T17:40:01.112365,1.0,-0.062453125,187.97281,208.10944,NaN,NaN,NaN
216,35.95263081302188,-117.70912076163877,4.6179605,2000-12-13T18:36:01.175242,1.0,-0.18399696,171.75504,230.90277,NaN,NaN,NaN
314,35.62478552369635,-117.42790894584707,3.917141,2000-12-13T20:14:00.896118,1.0,0.20989688,197.92311,195.04625,NaN,NaN,NaN
838,35.71713822442194,-117.52083220804164,4.8337193,2000-12-14T04:58:00.877977,1.0,0.23159559,189.29146,205.11407,NaN,NaN,NaN
959,35.74692248436875,-117.57252292030972,4.829746,2000-12-14T06:59:00.913536,1.0,0.15200116,184.54713,208.32317,NaN,NaN,NaN
948,36.055838191207,-117.85661524322015,3.5972116,2000-12-14T06:48:01.170789,1.0,-0.16412072,158.2457,242.11226,NaN,NaN,NaN
35,35.8663553754509,-117.69795606043661,5.506152,2000-12-13T15:35:00.990151,1.0,-0.007671155,172.94731,221.35144,NaN,NaN,NaN
135,35.61746052862637,-117.4372309944086,6.8629146,2000-12-13T17:15:01.108111,1.0,-0.16122152,197.09657,194.2157,NaN,NaN,NaN
336,35.620604268753866,-117.44019154433897,6.6759424,2000-12-13T20:36:01.166220,1.0,-0.21372613,196.8208,194.5587,NaN,NaN,NaN
516,36.05836298114345,-117.84580785135108,3.1665547,2000-12-13T23:36:00.734132,1.0,0.29156876,159.21442,242.40918,NaN,NaN,NaN
553,35.721971362957454,-117.52689956093715,4.818658,2000-12-14T00:13:01.239093,1.0,-0.13374396,188.7313,205.63895,NaN,NaN,NaN
204,35.701843392276935,-117.50799089178034,6.7268443,2000-12-13T18:24:00.950798,1.0,0.01350019,190.48914,203.4414,NaN,NaN,NaN
577,35.673903614994785,-117.51383113522624,7.4942737,2000-12-14T00:37:01.108392,1.0,-0.1636228,190.02611,200.33131,NaN,NaN,NaN
32,35.67578518435028,-117.4822366917676,5.8375754,2000-12-13T15:32:00.971520,1.0,-0.01048743,192.88147,200.5993,NaN,NaN,NaN
173,35.669474003423815,-117.48330859023548,0.77427715,2000-12-13T17:53:01.150109,1.0,-0.010009447,192.79944,199.89722,NaN,NaN,NaN
50,35.5943517545348,-117.60146477998131,5.040484,2000-12-13T15:50:01.171201,1.0,-0.20606402,182.27197,191.34721,NaN,NaN,NaN
865,35.664827826950464,-117.48012527738045,5.442892,2000-12-14T05:25:01.225638,1.0,-0.26142433,193.09865,199.38786,NaN,NaN,NaN
972,35.66821501184193,-117.48078014325996,2.7659843,2000-12-14T07:12:00.638330,1.0,0.4412189,193.03131,199.76234,NaN,NaN,NaN
630,35.894845333255546,-117.71550608960526,6.6899276,2000-12-14T01:30:01.075974,1.0,-0.10317739,171.30188,224.48209,NaN,NaN,NaN
721,35.92459967913128,-117.71361346545763,4.381981,2000-12-14T03:01:00.986767,1.0,0.020223513,171.40942,227.78581,NaN,NaN,NaN
692,35.707384437110306,-117.51611253786061,6.6809464,2000-12-14T02:32:00.683955,1.0,0.28748795,189.74127,204.04091,NaN,NaN,NaN
470,35.77241582373415,-117.57223591807461,6.4843917,2000-12-13T22:50:01.094904,1.0,-0.1205235,184.51497,211.15154,NaN,NaN,NaN
552,35.878535552709096,-117.69375945107421,7.1982536,2000-12-14T00:12:00.798789,1.0,0.19360523,173.30013,222.70967,NaN,NaN,NaN
564,35.62006673360647,-117.45030807912904,5.7230673,2000-12-14T00:24:00.785259,1.0,0.24577738,195.90579,194.47961,NaN,NaN,NaN
740,35.88629001623068,-117.73442109286582,6.719926,2000-12-14T03:20:00.757663,1.0,0.2349223,169.6123,223.50143,NaN,NaN,NaN
930,35.74916736081885,-117.57826833925955,6.0206127,2000-12-14T06:30:00.914569,1.0,0.08756842,184.02243,208.5618,NaN,NaN,NaN
61,35.89800839733933,-117.72419854898266,6.3485274,2000-12-13T16:01:00.659483,1.0,0.3246215,170.51047,224.81837,NaN,NaN,NaN
180,35.588227350404026,-117.4195717444402,5.0610895,2000-12-13T18:00:00.967385,1.0,0.059957426,198.76753,191.0073,NaN,NaN,NaN
168,36.05707023951611,-117.85158387680585,3.5742502,2000-12-13T17:48:00.852922,1.0,0.13715671,158.69658,242.25676,NaN,NaN,NaN
321,35.93577097192064,-117.69731791625244,4.515568,2000-12-13T20:21:01.080301,1.0,-0.09026997,172.85599,229.05254,NaN,NaN,NaN
922,35.57760091459116,-117.61831253009382,6.2984037,2000-12-14T06:22:00.836075,1.0,0.11288383,180.78262,189.45917,NaN,NaN,NaN
276,35.92404956791945,-117.7119986562042,4.2221785,2000-12-13T19:36:00.873476,1.0,0.17115216,171.55632,227.72751,NaN,NaN,NaN
727,35.62885313684151,-117.43124356224976,3.6850264,2000-12-14T03:07:01.018391,1.0,0.09959027,197.6112,195.49098,NaN,NaN,NaN
357,35.60811706848676,-117.46484203535663,4.8368053,2000-12-13T20:57:01.254124,1.0,-0.18600415,194.61797,193.12631,NaN,NaN,NaN
976,35.68256616962281,-117.53319993149879,7.458553,2000-12-14T07:16:00.959512,1.0,-0.008208378,188.25279,201.2563,NaN,NaN,NaN
422,36.056059703125676,-117.8511792911442,3.5492907,2000-12-13T22:02:00.809105,1.0,0.19673488,158.73503,242.1453,NaN,NaN,NaN
337,35.62925073741152,-117.43112809039285,6.4964986,2000-12-13T20:37:00.839183,1.0,0.11160374,197.6207,195.53531,NaN,NaN,NaN
623,35.57343578563609,-117.5962018607321,6.24104,2000-12-14T01:23:00.891780,1.0,0.06619879,182.7958,189.03651,NaN,NaN,NaN
502,35.687126011696535,-117.52487155751561,7.37111,2000-12-13T23:22:00.986784,1.0,-0.043605827,188.99596,201.7775,NaN,NaN,NaN
830,35.69093700672059,-117.52836917931563,8.733972,2000-12-14T04:50:01.080410,1.0,-0.13423827,188.67055,202.19376,NaN,NaN,NaN
883,35.902020699748746,-117.68250354358379,4.518779,2000-12-14T05:43:01.262084,1.0,-0.26347527,174.26569,225.33398,NaN,NaN,NaN
714,35.57978468187977,-117.34647084049601,3.6339247,2000-12-14T02:54:00.946232,1.0,-0.0067886873,205.41245,190.2155,NaN,NaN,NaN
765,35.908851637707144,-117.69974301885571,4.5218463,2000-12-14T03:45:00.807207,1.0,0.17833115,172.69489,226.06236,NaN,NaN,NaN
667,36.04187310434232,-117.86659899369411,3.5478907,2000-12-14T02:07:01.168841,1.0,-0.12734033,157.37357,240.54767,NaN,NaN,NaN
115,35.58979085106375,-117.42135020787619,4.9564652,2000-12-13T16:55:00.936268,1.0,0.09481845,198.60257,191.17726,NaN,NaN,NaN
382,35.5767095238387,-117.61844128454973,6.280359,2000-12-13T21:22:01.214480,1.0,-0.26493225,180.77293,189.36006,NaN,NaN,NaN
596,35.64155202241665,-117.44234049378726,4.487071,2000-12-14T00:56:00.910352,1.0,0.1346923,196.57549,196.87816,NaN,NaN,NaN
310,35.61284953426839,-117.41330311545907,5.2380533,2000-12-13T20:10:01.208210,1.0,-0.29886794,199.2752,193.75069,NaN,NaN,NaN
20,35.892112145924884,-117.68394259321848,4.9109874,2000-12-13T15:20:01.113122,1.0,-0.13227934,174.1572,224.2324,NaN,NaN,NaN
374,35.93111799212166,-117.70251738278027,3.9804888,2000-12-13T21:14:01.078377,1.0,-0.035632327,172.3968,228.52759,NaN,NaN,NaN
306,35.64000180288637,-117.44400244092016,3.9230633,2000-12-13T20:06:01.238160,1.0,-0.15701276,196.42874,196.703,NaN,NaN,NaN
367,35.91001832427135,-117.69364364364084,4.6016555,2000-12-13T21:07:01.220056,1.0,-0.23755994,173.2429,226.20213,NaN,NaN,NaN
445,35.74512064743931,-117.55570407018067,4.944086,2000-12-13T22:25:01.155775,1.0,-0.09951563,186.07233,208.15385,NaN,NaN,NaN
647,35.97252055081029,-117.66563864792442,3.3687255,2000-12-14T01:47:00.848632,1.0,0.15382871,175.63414,233.18321,NaN,NaN,NaN
501,35.63960731866796,-117.44249103107877,4.405566,2000-12-13T23:21:01.172188,1.0,-0.12689808,196.56656,196.66216,NaN,NaN,NaN
409,35.66455378383142,-117.52742722545389,8.606814,2000-12-13T21:49:00.929803,1.0,-0.0010926473,188.81717,199.26895,NaN,NaN,NaN
705,35.89656493847253,-117.67935235652577,7.6415157,2000-12-14T02:45:00.952651,1.0,0.052523717,174.56195,224.73419,NaN,NaN,NaN
757,35.883657329847736,-117.71401669879342,4.69858,2000-12-14T03:37:00.771988,1.0,0.29159215,171.46013,223.24355,NaN,NaN,NaN
737,35.87320587459622,-117.68404894793647,7.5266285,2000-12-14T03:17:01.143193,1.0,-0.15891661,174.18843,222.13503,NaN,NaN,NaN
785,35.59692838973781,-117.5915413995623,4.703788,2000-12-14T04:05:00.772203,1.0,0.1821581,183.16531,191.65079,NaN,NaN,NaN
663,35.8876520812493,-117.68009734510612,4.377764,2000-12-14T02:03:00.974021,1.0,0.05191966,174.51399,223.74425,NaN,NaN,NaN
510,35.98256158832769,-117.66980808532027,3.239128,2000-12-13T23:30:01.381986,1.0,-0.33919165,175.23622,234.28984,NaN,NaN,NaN
789,35.943556164922306,-117.69557140650046,4.349822,2000-12-14T04:09:00.893778,1.0,0.119308434,172.99684,229.91908,NaN,NaN,NaN
52,35.661899668537615,-117.50456716570879,5.1191893,2000-12-13T15:52:01.438764,1.0,-0.16397753,190.89288,199.01707,NaN,NaN,NaN
682,35.76636286834477,-117.56295153924783,6.727421,2000-12-14T02:22:01.234567,1.0,-0.27009895,185.36823,210.49695,NaN,NaN,NaN
158,35.62838928877265,-117.4287077094824,4.2961745,2000-12-13T17:38:01.020815,1.0,0.054547053,197.842,195.44444,NaN,NaN,NaN
293,35.914346427754545,-117.69045895720397,4.3963675,2000-12-13T19:53:01.156989,1.0,-0.16545163,173.52103,226.68765,NaN,NaN,NaN
642,35.75055025638623,-117.56033425270655,5.5813155,2000-12-14T01:42:01.052693,1.0,-0.029590918,185.64113,208.7477,NaN,NaN,NaN
624,35.57984109772732,-117.3477993591259,4.7818155,2000-12-14T01:24:00.789856,1.0,0.27639484,205.29192,190.21909,NaN,NaN,NaN
460,35.57910727363329,-117.61784408248393,5.979134,2000-12-13T22:40:00.744061,1.0,0.21104746,180.82173,189.62709,NaN,NaN,NaN
780,35.91410859895579,-117.690970308269,4.613471,2000-12-14T04:00:01.120954,1.0,-0.14707556,173.47539,226.6604,NaN,NaN,NaN
843,35.98863137120328,-117.6709002148969,3.1522434,2000-12-14T05:03:00.952936,1.0,0.09616893,175.12451,234.96126,NaN,NaN,NaN
672,35.689120115961046,-117.52850961595864,8.295394,2000-12-14T02:12:00.861936,1.0,0.081415966,188.66206,201.99196,NaN,NaN,NaN
849,35.577782356765034,-117.34577527446797,3.708145,2000-12-14T05:09:00.832220,1.0,0.10779668,205.48053,189.9948,NaN,NaN,NaN
852,35.60234371236815,-117.39246507778431,7.09384,2000-12-14T05:12:00.828595,1.0,0.09504656,201.18875,192.62622,NaN,NaN,NaN
870,35.91216719012478,-117.69821272027404,4.713727,2000-12-14T05:30:00.738976,1.0,0.23277442,172.8259,226.43274,NaN,NaN,NaN
872,36.05589029712016,-117.85090984043394,3.5128274,2000-12-14T05:32:01.099891,1.0,-0.08488756,158.75964,242.12692,NaN,NaN,NaN
878,35.667438740186775,-117.48302284567933,1.242389,2000-12-14T05:38:01.337353,1.0,-0.19248429,192.83014,199.672,NaN,NaN,NaN
901,35.92589715658177,-117.71318939124063,4.641044,2000-12-14T06:01:01.133537,1.0,-0.1432242,171.44493,227.93045,NaN,NaN,NaN
911,36.06321580371484,-117.84053538746052,3.470932,2000-12-14T06:11:01.289259,1.0,-0.29260045,159.67978,242.95575,NaN,NaN,NaN
902,35.9079636475076,-117.72624687329184,5.086257,2000-12-14T06:02:01.426999,1.0,-0.4536838,170.30452,225.91925,NaN,NaN,NaN
392,35.89151308774382,-117.68270247395303,4.7369266,2000-12-13T21:32:00.689107,1.0,0.30148774,174.27045,224.16808,NaN,NaN,NaN
565,35.8745395927283,-117.69069963996208,7.18022,2000-12-14T00:25:01.000046,1.0,-0.0125042,173.585,222.27162,NaN,NaN,NaN
791,35.89777223219316,-117.69770453542644,5.713462,2000-12-14T04:11:01.233887,1.0,-0.26051998,172.90265,224.83682,NaN,NaN,NaN
129,35.72109193119898,-117.52623925373278,6.453863,2000-12-13T17:09:01.238253,1.0,-0.18499099,188.79308,205.54262,NaN,NaN,NaN
963,35.57750229279993,-117.34741436320955,3.8318148,2000-12-14T07:03:00.706143,1.0,0.22162712,205.3327,189.96043,NaN,NaN,NaN
302,35.6257727306968,-117.41923426402049,5.3067327,2000-12-13T20:02:01.625656,1.0,-0.61978567,198.70636,195.1726,NaN,NaN,NaN
69,35.63989064454955,-117.44008881925978,4.772744,2000-12-13T16:09:00.830672,1.0,0.201069,196.7834,196.69821,NaN,NaN,NaN
89,35.87993513379715,-117.71095247006069,4.9111805,2000-12-13T16:29:01.163871,1.0,-0.11857471,171.74472,222.83582,NaN,NaN,NaN
581,35.64069561824757,-117.44709423116204,4.8222733,2000-12-14T00:41:00.706664,1.0,0.31445217,196.1471,196.77402,NaN,NaN,NaN
4,35.89838444111495,-117.7216444680435,5.512668,2000-12-13T15:04:01.071511,1.0,-0.08886939,170.74023,224.86436,NaN,NaN,NaN
299,35.71520361193354,-117.52103157834397,5.018946,2000-12-13T19:59:01.085522,1.0,0.004768008,189.27794,204.89911,NaN,NaN,NaN
504,35.64347819328351,-117.44661712396004,6.230801,2000-12-13T23:24:00.878918,1.0,0.17183587,196.18358,197.08359,NaN,NaN,NaN
723,35.89247907108974,-117.69046593994787,4.594973,2000-12-14T03:03:00.998285,1.0,0.01154185,173.56749,224.26198,NaN,NaN,NaN
539,35.91012185950964,-117.7221023138621,5.6043897,2000-12-13T23:59:01.056661,1.0,-0.05743339,170.67404,226.16559,NaN,NaN,NaN
90,35.61781119297611,-117.43033610835597,5.61621,2000-12-13T16:30:01.168844,1.0,-0.17065567,197.72025,194.26793,NaN,NaN,NaN
423,35.58684068537056,-117.41940468799216,4.768929,2000-12-13T22:03:01.181714,1.0,-0.13639197,198.78606,190.8538,NaN,NaN,NaN
984,35.892705116413644,-117.72621329604165,6.0917134,2000-12-14T07:24:00.990808,1.0,-0.011142088,170.3398,224.22673,NaN,NaN,NaN
615,35.603343323756704,-117.57833274462348,4.617416,2000-12-14T01:15:00.910949,1.0,0.03675397,184.34755,192.38614,NaN,NaN,NaN
775,35.62579780444343,-117.42577542120908,6.0190234,2000-12-14T03:55:00.911203,1.0,0.053291358,198.11388,195.16267,NaN,NaN,NaN
289,35.95314380441846,-117.70317799861938,4.7785525,2000-12-13T19:49:01.244922,1.0,-0.2592433,172.29004,230.96971,NaN,NaN,NaN
300,35.69986597994176,-117.53164488617332,8.439841,2000-12-13T20:00:01.110498,1.0,-0.15686806,188.35336,203.17815,NaN,NaN,NaN
545,35.56876221469443,-117.33238675589796,3.8953798,2000-12-14T00:05:00.961717,1.0,-0.011814737,206.71669,189.02129,NaN,NaN,NaN
149,35.668453510541234,-117.48118972394302,4.5513725,2000-12-13T17:29:01.091856,1.0,-0.09182032,192.99367,199.78802,NaN,NaN,NaN
496,35.89531726655972,-117.70817534964584,6.806386,2000-12-13T23:16:00.962916,1.0,0.021093765,171.96266,224.54678,NaN,NaN,NaN
637,35.884929552919935,-117.69028294621911,7.116536,2000-12-14T01:37:01.146109,1.0,-0.15489699,173.60027,223.42485,NaN,NaN,NaN
771,35.62243767066695,-117.45085283608728,5.0492954,2000-12-14T03:51:01.008180,1.0,0.0264098,195.85074,194.74156,NaN,NaN,NaN
