network,station,dt,evid1,evid2,phase,cc
X,ST0,0.05377725564039938,474,95,P,1.0
X,ST0,-0.02818192055646703,474,148,P,1.0
X,ST0,0.029972623128734922,626,620,P,1.0
X,ST0,-0.1328025860231213,626,379,P,1.0
X,ST0,-0.06233182111029765,626,563,P,1.0
X,ST0,0.018041718353290236,866,330,P,1.0
X,ST0,0.07673600123454072,866,541,P,1.0
X,ST0,-0.03178845997424735,866,630,P,1.0
X,ST0,-0.05947658143050498,570,49,P,1.0
X,ST0,-0.051348497651326284,570,721,P,1.0
X,ST0,-0.027200636619069518,570,276,P,1.0
X,ST0,-0.0509650815539039,570,154,P,1.0
X,ST0,0.011212772593196951,570,631,P,1.0
X,ST0,-0.041393888305596614,570,209,P,1.0
X,ST0,0.05057416662042437,570,165,P,1.0
X,ST0,0.037972506401500475,688,157,P,1.0
X,ST0,-0.07384994736189039,688,524,P,1.0
X,ST0,-0.036896524295569215,688,284,P,1.0
X,ST0,-0.02349467146433824,688,115,P,1.0
X,ST0,-0.04993744254184448,688,180,P,1.0
X,ST0,0.003885243852361527,688,703,P,1.0
X,ST0,-0.04713066356932574,688,593,P,1.0
X,ST0,0.03422155371252295,688,82,P,1.0
X,ST0,0.11478807059836539,688,391,P,1.0
X,ST0,0.13494558636651088,424,656,P,1.0
X,ST0,0.1774308244631042,424,88,P,1.0
X,ST0,0.0017616495162242466,424,20,P,1.0
X,ST0,0.11806023089347349,424,723,P,1.0
X,ST0,0.0032752724906136782,424,914,P,1.0
X,ST0,0.025862934190544896,424,192,P,1.0
X,ST0,-0.06951064755557647,424,153,P,1.0
X,ST0,-0.0010360926592780702,581,484,P,1.0
X,ST0,-0.001278871762586578,581,501,P,1.0
X,ST0,0.014444807921994679,581,596,P,1.0
X,ST0,0.023239939961288127,581,412,P,1.0
X,ST0,-0.06909697608272797,581,745,P,1.0
X,ST0,-0.02624461702029825,581,69,P,1.0
X,ST0,0.03868559623867622,802,635,P,1.0
X,ST0,0.1335786889003114,802,997,P,1.0
X,ST0,0.09571761792155534,802,927,P,1.0
X,ST0,0.1505448321092028,802,919,P,1.0
X,ST0,0.06884707006028595,802,998,P,1.0
X,ST0,0.06130972233723405,941,757,P,1.0
X,ST0,-0.01087100794698164,941,841,P,1.0
X,ST0,-0.012804121442947026,941,341,P,1.0
X,ST0,-0.05961974924229162,941,264,P,1.0
X,ST0,-0.09482544901151818,941,669,P,1.0
X,ST0,-0.047823985759493315,941,159,P,1.0
X,ST0,-0.17184242002217956,941,28,P,1.0
X,ST0,-0.07804385307794891,941,761,P,1.0
X,ST0,-0.0016409841332239335,941,599,P,1.0
X,ST0,0.07052032469953333,478,991,P,1.0
X,ST0,0.03357358074963482,583,174,P,1.0
X,ST0,0.14767489081124638,385,264,P,1.0
X,ST0,0.1007880787025967,385,669,P,1.0
X,ST0,-0.1139220111238384,385,995,P,1.0
X,ST0,0.027149354045688405,385,28,P,1.0
X,ST0,0.10582464705040327,385,761,P,1.0
X,ST0,0.10265180024848887,291,459,P,1.0
X,ST0,0.010228778180449094,291,19,P,1.0
X,ST0,0.017676609700550506,291,438,P,1.0
X,ST0,0.028012187670050467,291,775,P,1.0
X,ST0,0.02144209303472991,291,269,P,1.0
X,ST0,0.024341811404822184,852,700,P,1.0
X,ST0,-0.05884881875158711,852,814,P,1.0
X,ST0,0.06990612338003835,852,827,P,1.0
X,ST0,0.054776449780550227,852,907,P,1.0
X,ST0,-0.007392045007197706,852,420,P,1.0
X,ST0,-0.053764005242186205,852,313,P,1.0
X,ST0,0.08163954838359815,603,449,P,1.0
X,ST0,-0.0371414684808126,899,545,P,1.0
X,ST0,0.0458994310355967,899,879,P,1.0
X,ST0,0.01334899155783002,899,7,P,1.0
X,ST0,-0.012390488593245898,899,130,P,1.0
X,ST0,-0.024890779561842182,7,130,P,1.0
X,ST0,0.07001885734729149,115,157,P,1.0
X,ST0,-0.05605078598654753,115,524,P,1.0
X,ST0,0.005528594223551925,115,284,P,1.0
X,ST0,-0.04091360572184875,115,180,P,1.0
X,ST0,0.03999660429354827,115,703,P,1.0
X,ST0,-0.01733272321749942,115,593,P,1.0
X,ST0,0.04866230153658204,115,82,P,1.0
X,ST0,0.11179487117797268,115,265,P,1.0
X,ST0,0.10817397072472819,115,391,P,1.0
X,ST0,0.03162276999829196,123,300,P,1.0
X,ST0,-0.048897080454612205,414,298,P,1.0
X,ST0,0.012716683988554408,752,345,P,1.0
X,ST0,0.07172856075369782,752,353,P,1.0
X,ST0,-0.06379213883012667,752,751,P,1.0
X,ST0,0.005610297327935706,752,158,P,1.0
X,ST0,-0.12135831051443864,779,808,P,1.0
X,ST0,-0.06767626748625312,779,212,P,1.0
X,ST0,-0.1097187369044716,779,450,P,1.0
X,ST0,-0.043703402465618546,779,647,P,1.0
X,ST0,-0.06824402075856302,779,247,P,1.0
X,ST0,-0.12387413231554709,779,938,P,1.0
X,ST0,-0.09077520496847667,779,443,P,1.0
X,ST0,-0.09200863107552833,779,184,P,1.0
X,ST0,-0.07889632198241475,779,194,P,1.0
X,ST0,-0.008880848611591908,779,207,P,1.0
X,ST0,-0.01331343587035922,779,417,P,1.0
X,ST0,0.05587510152521145,779,326,P,1.0
X,ST0,0.09259670411048171,19,459,P,1.0
X,ST0,-0.0030757890665688743,19,438,P,1.0
X,ST0,0.013878936220121815,19,775,P,1.0
X,ST0,0.026731149700340993,19,269,P,1.0
X,ST0,0.017092456006174064,633,574,P,1.0
X,ST0,0.03168345039631565,490,714,P,1.0
X,ST0,-0.001622465227803788,490,849,P,1.0
X,ST0,-0.0019100992796262876,490,869,P,1.0
X,ST0,-0.027483608093951114,590,685,P,1.0
X,ST0,-0.06257955840704646,590,564,P,1.0
X,ST0,-0.08067294232971979,590,771,P,1.0
X,ST0,0.029447765939159695,893,525,P,1.0
X,ST0,-0.05430971183421227,893,991,P,1.0
X,ST0,-0.0359456455512368,893,463,P,1.0
X,ST0,0.05539916207907274,893,431,P,1.0
X,ST0,0.0729239786017524,893,58,P,1.0
X,ST0,0.032314226428532974,893,964,P,1.0
X,ST0,0.020556528166166606,893,327,P,1.0
X,ST0,0.053974225831076375,252,804,P,1.0
X,ST0,-0.01481240229427202,252,132,P,1.0
X,ST0,-0.029898603190697287,252,320,P,1.0
X,ST0,-0.02296944122199901,252,984,P,1.0
X,ST0,0.09432933213643942,509,869,P,1.0
X,ST0,0.09421557788015077,219,520,P,1.0
X,ST0,0.08607347173842514,219,608,P,1.0
X,ST0,-0.027314636280369654,219,968,P,1.0
X,ST0,-0.08246077264669092,961,615,P,1.0
X,ST0,0.05567379970088836,84,652,P,1.0
X,ST0,-0.03125918658318778,84,477,P,1.0
X,ST0,-0.12802945720929684,16,744,P,1.0
X,ST0,0.05991107447683525,16,839,P,1.0
X,ST0,-0.10979822071478662,16,661,P,1.0
X,ST0,-0.07016368605355455,611,931,P,1.0
X,ST0,-0.1096613281996954,611,667,P,1.0
X,ST0,-0.022489853629968838,611,575,P,1.0
X,ST0,-0.08087248419481154,611,434,P,1.0
