network,station,dt,evid1,evid2,phase,cc
X,ST0,-0.2180651400473718,575,556,P,1.0
X,ST0,-0.5053881724482842,337,90,P,1.0
X,ST0,-0.2218120408308819,337,459,P,1.0
X,ST0,-0.3740691373846109,337,135,P,1.0
X,ST0,-0.3060537449410738,337,19,P,1.0
X,ST0,-0.2441695970186539,588,980,P,1.0
X,ST0,0.3084381406772002,588,210,P,1.0
X,ST0,0.16953350229356784,811,817,P,1.0
X,ST0,-0.2875987549324938,811,228,P,1.0
X,ST0,0.11788923606384266,811,933,P,1.0
X,ST0,-0.17243742177156804,166,680,P,1.0
X,ST0,0.13100693399117067,166,463,P,1.0
X,ST0,-0.034090460584286095,32,711,P,1.0
X,ST0,-0.582107005383961,32,909,P,1.0
X,ST0,0.2822894968586134,32,868,P,1.0
X,ST0,-0.2688463683607056,32,836,P,1.0
X,ST0,0.03544222001984109,621,505,P,1.0
X,ST0,-0.3660370667607644,621,114,P,1.0
X,ST0,-0.14353723548223327,621,828,P,1.0
X,ST0,0.17047361658552618,621,429,P,1.0
X,ST0,0.3203016336671137,621,870,P,1.0
X,ST0,0.18962609761140062,621,468,P,1.0
X,ST0,-0.08740036722793772,621,784,P,1.0
X,ST0,-0.055970014292704186,621,223,P,1.0
X,ST0,0.2283304800174302,621,307,P,1.0
X,ST0,0.15643965231108412,621,746,P,1.0
X,ST0,-0.2924315880232545,870,505,P,1.0
X,ST0,-0.46125355249354255,870,828,P,1.0
X,ST0,-0.15584803484399362,870,429,P,1.0
X,ST0,-0.6498135151400695,870,582,P,1.0
X,ST0,-0.10378397307405673,870,307,P,1.0
X,ST0,-0.27180433393042375,91,519,P,1.0
X,ST0,-0.3808690377185253,91,447,P,1.0
X,ST0,-0.346606510422165,91,732,P,1.0
X,ST0,-0.3820529750651007,91,664,P,1.0
X,ST0,0.02321101041126616,40,228,P,1.0
X,ST0,0.16768839749523223,40,493,P,1.0
X,ST0,0.28850297389007173,40,514,P,1.0
X,ST0,0.29292646596564353,40,111,P,1.0
X,ST0,0.5188795285913212,40,154,P,1.0
X,ST0,0.37402760902084503,919,276,P,1.0
X,ST0,-0.00549041009072487,919,862,P,1.0
X,ST0,-0.03356268919218052,919,952,P,1.0
X,ST0,-0.3220904673720581,919,293,P,1.0
X,ST0,0.13622532948315094,919,801,P,1.0
X,ST0,-0.37927462662399414,919,248,P,1.0
X,ST0,0.0047041146153932074,919,59,P,1.0
X,ST0,0.43441433597764245,919,188,P,1.0
X,ST0,0.4355784334998371,919,218,P,1.0
X,ST0,0.2373176297725377,919,319,P,1.0
X,ST0,0.1681468300739282,919,297,P,1.0
X,ST0,0.14208840680201038,919,982,P,1.0
X,ST0,0.21729083620039788,370,487,P,1.0
X,ST0,-0.08035845281345114,341,599,P,1.0
X,ST0,-0.09623065775213764,517,804,P,1.0
X,ST0,0.22782945805853771,517,924,P,1.0
X,ST0,-0.3652113766549853,517,132,P,1.0
X,ST0,0.33456888988446754,630,252,P,1.0
X,ST0,0.12170852064768242,630,881,P,1.0
X,ST0,0.33945877211202125,630,866,P,1.0
X,ST0,0.39068068021371377,425,658,P,1.0
X,ST0,0.324888532281599,425,926,P,1.0
X,ST0,-0.03701950831679883,425,199,P,1.0
X,ST0,-0.21574030394363733,425,956,P,1.0
X,ST0,-0.23659624929099773,888,958,P,1.0
X,ST0,-0.140990591487657,888,833,P,1.0
X,ST0,-0.46523201678880566,888,887,P,1.0
X,ST0,0.06786625616604137,888,355,P,1.0
X,ST0,0.06804566325736852,888,542,P,1.0
X,ST0,0.24885650668426026,888,188,P,1.0
X,ST0,0.2634950387391781,888,218,P,1.0
X,ST0,0.05242981154816856,888,319,P,1.0
X,ST0,0.3063123355957203,888,739,P,1.0
X,ST0,-0.3615232638675589,654,760,P,1.0
X,ST0,-0.19335865613559727,654,607,P,1.0
X,ST0,-0.42830444260707784,654,44,P,1.0
X,ST0,-0.20723517923089615,654,521,P,1.0
X,ST0,-0.4230923715181132,654,602,P,1.0
X,ST0,-0.009523839190300788,984,804,P,1.0
X,ST0,0.06310707798037916,984,320,P,1.0
X,ST0,-0.27012158696899946,984,132,P,1.0
X,ST0,0.21076064592924504,984,3,P,1.0
X,ST0,0.38116539739645994,984,61,P,1.0
X,ST0,-0.010593160531344289,984,288,P,1.0
X,ST0,-0.22815316918761142,756,146,P,1.0
X,ST0,-0.0718258552600702,756,213,P,1.0
X,ST0,-0.010721636580672395,756,721,P,1.0
X,ST0,0.16634512919928945,677,226,P,1.0
X,ST0,0.8286215050785646,677,296,P,1.0
X,ST0,0.16899069954945173,677,300,P,1.0
X,ST0,-0.05133937925023831,115,524,P,1.0
X,ST0,-0.23511552264496396,115,593,P,1.0
X,ST0,-0.06926727616622336,115,180,P,1.0
X,ST0,0.5280459051737733,450,247,P,1.0
X,ST0,0.3057656230576067,450,808,P,1.0
X,ST0,-0.35524750668378763,723,60,P,1.0
X,ST0,-0.1180504593133295,514,493,P,1.0
X,ST0,0.17343465412756098,514,165,P,1.0
X,ST0,-0.006842177915682293,514,111,P,1.0
X,ST0,0.23073169813828284,514,154,P,1.0
X,ST0,0.14021469986643093,514,721,P,1.0
X,ST0,0.10129392024738741,514,570,P,1.0
X,ST0,-0.1272848026882151,514,958,P,1.0
X,ST0,0.2822418195135174,514,276,P,1.0
X,ST0,0.06619691888859305,514,801,P,1.0
X,ST0,-0.11747447397337969,345,158,P,1.0
X,ST0,-0.2454780526410218,345,751,P,1.0
X,ST0,-0.8922777351131608,345,302,P,1.0
X,ST0,-0.03282891634866675,345,243,P,1.0
X,ST0,-0.05949328943896128,345,314,P,1.0
X,ST0,0.033572088159461895,345,340,P,1.0
X,ST0,-0.049462325792932804,345,752,P,1.0
X,ST0,0.2447609091579533,655,364,P,1.0
X,ST0,0.07492307879715288,655,448,P,1.0
X,ST0,0.10042264813375722,655,922,P,1.0
X,ST0,-0.2906056117178262,170,689,P,1.0
X,ST0,0.5347008054055135,14,254,P,1.0
X,ST0,-0.1539632877323951,14,831,P,1.0
X,ST0,-0.17763585058736742,14,652,P,1.0
X,ST0,-0.3998735852494388,845,978,P,1.0
X,ST0,-0.2137524063778946,845,985,P,1.0
X,ST0,-0.43416292257368283,97,92,P,1.0
X,ST0,-0.026540546525360253,97,661,P,1.0
X,ST0,-0.3016983752586435,97,453,P,1.0
X,ST0,-0.21925036681512433,97,839,P,1.0
X,ST0,-0.2919879204443072,360,646,P,1.0
X,ST0,-0.37696010780469624,360,687,P,1.0
X,ST0,-0.2669870672319465,629,861,P,1.0
X,ST0,0.3236176025373526,629,499,P,1.0
X,ST0,0.06169263221025509,629,195,P,1.0
X,ST0,0.1598174900532447,629,492,P,1.0
X,ST0,0.15533867807254154,629,698,P,1.0
X,ST0,-0.08379545217311189,757,941,P,1.0
X,ST0,-0.8966805493670734,757,669,P,1.0
X,ST0,-0.19457508312439623,757,159,P,1.0
X,ST0,-0.4729115828892063,757,385,P,1.0
X,ST0,-0.31985515398080455,757,841,P,1.0
X,ST0,0.3906094237027731,952,276,P,1.0
X,ST0,0.02705757671586294,952,307,P,1.0
X,ST0,-0.28569828383114715,952,293,P,1.0
X,ST0,0.05679091241971825,952,765,P,1.0
X,ST0,0.20276908767132687,952,297,P,1.0
X,ST0,-0.28300303558082796,952,73,P,1.0
X,ST0,-0.06648570360504856,952,308,P,1.0
X,ST0,-0.29863729858864924,959,75,P,1.0
X,ST0,-0.2069654909123663,959,604,P,1.0
X,ST0,-0.18244524105440477,959,704,P,1.0
X,ST0,-0.3611695574814393,959,702,P,1.0
X,ST0,-0.15062082523939843,309,38,P,1.0
X,ST0,-0.31238667057351455,243,809,P,1.0
X,ST0,-0.06494530015702585,243,158,P,1.0
X,ST0,-0.18779380914433824,243,751,P,1.0
X,ST0,-0.8389444389570163,243,302,P,1.0
X,ST0,0.06299016062012147,243,340,P,1.0
X,ST0,-0.026783773972480253,243,752,P,1.0
X,ST0,0.059754462667047245,327,642,P,1.0
X,ST0,0.01384091566216836,327,176,P,1.0
X,ST0,-0.04960616204769701,969,932,P,1.0
X,ST0,0.26118366730117787,132,804,P,1.0
X,ST0,0.5987550365441686,132,924,P,1.0
X,ST0,0.34539312234044606,132,320,P,1.0
X,ST0,0.47305479344340423,132,3,P,1.0
X,ST0,0.6352373363896452,132,61,P,1.0
X,ST0,0.26236185860574535,132,288,P,1.0
X,ST0,-0.14014094800825788,162,453,P,1.0
X,ST0,-0.4774018875894606,162,554,P,1.0
X,ST0,-0.05662503781559875,162,839,P,1.0
X,ST0,-0.3098225344622045,49,228,P,1.0
X,ST0,0.12091007547519732,49,933,P,1.0
X,ST0,-0.10595297568718329,49,146,P,1.0
X,ST0,0.05538085390725923,709,626,P,1.0
X,ST0,0.03285862143095371,816,712,P,1.0
X,ST0,-0.4390926760856716,4,377,P,1.0
X,ST0,-0.1931690042127521,538,949,P,1.0
X,ST0,-0.41937123459537845,650,377,P,1.0
X,ST0,0.03958014353142606,650,804,P,1.0
X,ST0,0.2523545001628956,650,3,P,1.0
X,ST0,0.1179866556235303,782,541,P,1.0
X,ST0,0.19592172046808454,474,264,P,1.0
X,ST0,-0.26388215098594764,474,761,P,1.0
X,ST0,-0.3600204699840738,474,943,P,1.0
X,ST0,-0.5015008753834838,474,571,P,1.0
X,ST0,-0.08536648744315634,658,926,P,1.0
X,ST0,-0.4393010430808581,658,199,P,1.0
X,ST0,-0.6253678144270202,658,956,P,1.0
X,ST0,0.30409405114724447,806,444,P,1.0
X,ST0,0.20749085911079213,806,534,P,1.0
X,ST0,-0.01973873872513847,229,913,P,1.0
X,ST0,0.06080633716730153,229,676,P,1.0
X,ST0,0.2176867502963649,229,422,P,1.0
X,ST0,0.10619923928135594,700,464,P,1.0
X,ST0,-0.4013719870840225,996,321,P,1.0
X,ST0,-0.14944763704199165,996,359,P,1.0
X,ST0,0.004452550552498565,996,279,P,1.0
X,ST0,-0.33274756533466665,996,44,P,1.0
X,ST0,0.0830010490774759,459,834,P,1.0
X,ST0,-0.2876577085874481,459,90,P,1.0
X,ST0,-0.13954102067019897,459,135,P,1.0
X,ST0,-0.11153675074911928,459,19,P,1.0
X,ST0,0.04346994067998628,626,379,P,1.0
X,ST0,0.09288735250944646,732,519,P,1.0
X,ST0,-0.01270531186200772,732,447,P,1.0
X,ST0,0.35809601616429565,732,876,P,1.0
X,ST0,-0.03099387647989693,732,664,P,1.0
X,ST0,0.21103054429532123,732,351,P,1.0
X,ST0,-0.5169782671208474,762,248,P,1.0
X,ST0,-0.13682131170382517,762,59,P,1.0
X,ST0,-0.3652595906863741,762,783,P,1.0
X,ST0,0.3523294078885851,762,507,P,1.0
X,ST0,0.3547529410809649,762,559,P,1.0
X,ST0,-0.3611895915224771,762,185,P,1.0
X,ST0,-0.024455651861931004,762,982,P,1.0
X,ST0,-0.188373304180054,762,802,P,1.0
X,ST0,0.05328833383498264,762,369,P,1.0
X,ST0,0.5392730510002168,862,559,P,1.0
X,ST0,0.1802134482954143,862,297,P,1.0
X,ST0,-0.3388161415130807,195,861,P,1.0
X,ST0,-0.1477899324649012,195,240,P,1.0
X,ST0,0.2824351708081951,195,499,P,1.0
X,ST0,0.09180374565378188,195,492,P,1.0
X,ST0,0.10567073850485806,195,698,P,1.0
X,ST0,-0.36893954415158664,997,73,P,1.0
X,ST0,-0.13484321786095674,997,308,P,1.0
X,ST0,-0.08340992473861591,997,802,P,1.0
X,ST0,0.06314664298691129,997,998,P,1.0
X,ST0,-0.20850745356904377,997,635,P,1.0
X,ST0,0.031656177098750245,997,927,P,1.0
X,ST0,0.24953872008322245,912,591,P,1.0
X,ST0,-0.15973203716082474,912,512,P,1.0
X,ST0,0.3160187660132723,797,37,P,1.0
X,ST0,0.31598350740938363,217,224,P,1.0
X,ST0,-0.01242281791690647,217,722,P,1.0
X,ST0,0.25621469479266584,716,873,P,1.0
X,ST0,0.14750003356773111,905,332,P,1.0
X,ST0,-0.13202121481217235,905,114,P,1.0
X,ST0,-0.2649900322851506,649,944,P,1.0
X,ST0,-0.35929475509655073,649,702,P,1.0
X,ST0,-0.851052271783581,61,377,P,1.0
X,ST0,-0.3926334332851256,61,804,P,1.0
X,ST0,-0.285921593125204,61,320,P,1.0
X,ST0,-0.17128374081939632,61,3,P,1.0
X,ST0,-0.3869170482821811,61,288,P,1.0
X,ST0,0.005890154237612282,935,981,P,1.0
X,ST0,0.3412535840649464,935,94,P,1.0
X,ST0,-0.12651436636261904,768,675,P,1.0
X,ST0,-0.3528005273853067,768,6,P,1.0
X,ST0,-0.44216467713792357,768,653,P,1.0
X,ST0,0.04372763563474137,768,970,P,1.0
X,ST0,-0.11551109507532073,768,72,P,1.0
X,ST0,0.4088765287700287,791,294,P,1.0
X,ST0,0.8921906736328991,791,713,P,1.0
X,ST0,-0.272484028831349,849,545,P,1.0
X,ST0,0.1087802628617054,159,941,P,1.0
X,ST0,-0.6996966421043356,159,669,P,1.0
X,ST0,-0.2729169071545969,159,385,P,1.0
X,ST0,0.13287184016854597,159,264,P,1.0
X,ST0,-0.14094108176419148,159,841,P,1.0
X,ST0,-0.3266881041442184,159,761,P,1.0
X,ST0,0.07456214897508377,856,964,P,1.0
X,ST0,0.4145029310406421,192,668,P,1.0
X,ST0,0.16773142402004082,192,855,P,1.0
X,ST0,0.2420734543112744,192,203,P,1.0
X,ST0,0.43319031629333343,192,79,P,1.0
X,ST0,0.0710443884504977,965,860,P,1.0
X,ST0,0.2697460208867697,965,499,P,1.0
X,ST0,-0.18709690140700336,794,948,P,1.0
X,ST0,-0.05030562086510037,794,859,P,1.0
X,ST0,-0.48491338621634533,794,481,P,1.0
X,ST0,-0.32725638628387194,794,317,P,1.0
X,ST0,-0.11877497406711031,794,479,P,1.0
X,ST0,0.25525680259570716,794,674,P,1.0
X,ST0,-0.01893100151599737,318,498,P,1.0
X,ST0,0.10899651846988492,318,44,P,1.0
X,ST0,0.30028865129281246,58,991,P,1.0
X,ST0,-0.24450835672081384,570,493,P,1.0
X,ST0,0.0566124663130844,570,165,P,1.0
X,ST0,-0.11856536074360757,570,111,P,1.0
X,ST0,0.0003737414965092785,570,721,P,1.0
X,ST0,-0.24138404979056977,570,958,P,1.0
X,ST0,0.19106354166558168,570,276,P,1.0
X,ST0,0.23647066870960734,570,188,P,1.0
X,ST0,0.2696198060523643,570,218,P,1.0
X,ST0,0.03957750804590104,570,319,P,1.0
X,ST0,-0.14676162627637013,600,548,P,1.0
X,ST0,-0.1645665078860114,600,750,P,1.0
X,ST0,-0.050981893079166875,600,140,P,1.0
X,ST0,-0.21671568184781476,600,637,P,1.0
X,ST0,-0.26347579523267045,607,428,P,1.0
X,ST0,-0.22177037277034328,607,55,P,1.0
X,ST0,-0.13447507818615312,209,154,P,1.0
X,ST0,-0.4370770310257313,209,68,P,1.0
X,ST0,-0.17481150709917798,209,742,P,1.0
X,ST0,-0.22375086075030265,355,833,P,1.0
X,ST0,-0.5591031091188798,355,887,P,1.0
X,ST0,-0.008482460295489342,355,542,P,1.0
X,ST0,0.2320043483385905,355,739,P,1.0
X,ST0,-0.18603456886157357,500,336,P,1.0
X,ST0,-0.336533545110853,500,90,P,1.0
X,ST0,-0.20739015700419539,500,135,P,1.0
X,ST0,0.2214053389461579,216,934,P,1.0
X,ST0,0.2315006141339328,505,656,P,1.0
X,ST0,0.13005311305354866,505,346,P,1.0
X,ST0,0.03780910592416577,505,917,P,1.0
X,ST0,-0.11050095233879524,505,332,P,1.0
X,ST0,-0.4223167324795826,505,114,P,1.0
X,ST0,0.10758665801688296,505,429,P,1.0
X,ST0,-0.36979922684545363,505,582,P,1.0
X,ST0,-0.11680804942602858,505,784,P,1.0
X,ST0,0.8352247440269266,669,941,P,1.0
X,ST0,0.409758777341723,669,385,P,1.0
X,ST0,0.5461552689823064,669,841,P,1.0
X,ST0,-0.17729312886630555,542,833,P,1.0
X,ST0,-0.5245265694931025,542,887,P,1.0
X,ST0,0.13338830972762283,542,359,P,1.0
X,ST0,-0.09529118288702455,704,75,P,1.0
X,ST0,-0.16855545311822287,704,702,P,1.0
X,ST0,-0.03705879668608354,991,893,P,1.0
X,ST0,-0.3144179599230859,991,964,P,1.0
X,ST0,0.07691324909190562,9,77,P,1.0
X,ST0,0.39326993443363084,90,834,P,1.0
X,ST0,0.1348073907654833,90,135,P,1.0
X,ST0,0.1931010577235073,90,19,P,1.0
X,ST0,0.06903340828587545,90,438,P,1.0
X,ST0,0.08741713927900904,556,931,P,1.0
X,ST0,-0.3426888179292723,833,887,P,1.0
X,ST0,-0.41836784587197945,833,248,P,1.0
X,ST0,0.39066619395490904,833,188,P,1.0
X,ST0,0.4006084963155239,833,218,P,1.0
X,ST0,0.1748238820293008,833,319,P,1.0
X,ST0,0.16600594214056313,833,657,P,1.0
X,ST0,0.46967054532547153,833,739,P,1.0
X,ST0,0.09163870681844688,833,321,P,1.0
X,ST0,0.11157095233773279,687,646,P,1.0
X,ST0,-0.2502660210426826,671,47,P,1.0
X,ST0,-0.06681312977837968,671,990,P,1.0
X,ST0,-0.056108702623784,879,7,P,1.0
X,ST0,0.48296400916200966,526,567,P,1.0
X,ST0,0.0321386245039742,526,698,P,1.0
X,ST0,0.06165319036609386,116,552,P,1.0
X,ST0,-0.14297429591425923,116,548,P,1.0
X,ST0,0.21702669544406863,116,227,P,1.0
X,ST0,-0.337023934497015,116,98,P,1.0
X,ST0,0.08584650334781059,116,515,P,1.0
X,ST0,-0.20789115591757149,116,592,P,1.0
X,ST0,0.105918527574834,116,772,P,1.0
X,ST0,-0.14090467687723507,116,43,P,1.0
X,ST0,-0.1325917624781919,116,750,P,1.0
X,ST0,0.016356915330334405,460,364,P,1.0
X,ST0,-0.356793757871537,460,282,P,1.0
X,ST0,-0.5076429289694816,460,623,P,1.0
X,ST0,-0.17616042754529004,460,448,P,1.0
X,ST0,-0.11179695832572838,460,922,P,1.0
X,ST0,-0.46029279847833826,460,12,P,1.0
X,ST0,-0.22893240226917566,77,348,P,1.0
X,ST0,-0.05053554123234062,77,521,P,1.0
X,ST0,-0.27760010012755787,77,602,P,1.0
X,ST0,-0.04351914868694544,293,828,P,1.0
X,ST0,0.2865673680731486,293,307,P,1.0
X,ST0,0.3433840136371176,293,765,P,1.0
X,ST0,0.48534681839371774,293,297,P,1.0
X,ST0,-0.009224525326562677,293,73,P,1.0
X,ST0,0.24237191630047766,293,308,P,1.0
X,ST0,-0.15917146669927085,359,657,P,1.0
X,ST0,-0.5944649012527793,359,783,P,1.0
X,ST0,-0.23589133507517862,359,321,P,1.0
X,ST0,-0.30031782823120057,359,498,P,1.0
X,ST0,0.17799074076884203,359,569,P,1.0
X,ST0,-0.18269251226677055,359,55,P,1.0
X,ST0,-0.1196357300969767,359,622,P,1.0
X,ST0,-0.19428764592531417,359,44,P,1.0
X,ST0,0.16326384980670403,359,399,P,1.0
X,ST0,-0.5214235654505534,376,92,P,1.0
X,ST0,-0.43370562664910006,376,729,P,1.0
X,ST0,0.22239328775660117,764,95,P,1.0
X,ST0,-0.5282325664469854,764,571,P,1.0
X,ST0,0.06613297475254379,764,294,P,1.0
X,ST0,-0.023297284884429184,764,881,P,1.0
X,ST0,-0.09106995239749702,764,466,P,1.0
X,ST0,-0.15890156195723712,126,593,P,1.0
X,ST0,0.40028076263063384,979,404,P,1.0
X,ST0,0.5500185865879779,979,214,P,1.0
X,ST0,0.38647135837385527,979,961,P,1.0
X,ST0,-0.0546085840213637,979,46,P,1.0
X,ST0,-0.02642327216787202,409,860,P,1.0
X,ST0,-0.1093397798858133,409,436,P,1.0
X,ST0,-0.019337892548051343,501,306,P,1.0
X,ST0,0.46124823426699674,501,581,P,1.0
X,ST0,0.0862138200548623,501,275,P,1.0
X,ST0,0.3080413295491314,501,745,P,1.0
X,ST0,0.29037827356519497,501,596,P,1.0
X,ST0,0.1394233335568095,501,484,P,1.0
X,ST0,0.4133617738242434,501,67,P,1.0
X,ST0,0.15674034891078256,203,668,P,1.0
X,ST0,-0.08106832008227831,203,855,P,1.0
X,ST0,0.20733866998421055,203,79,P,1.0
X,ST0,0.4490895525084507,203,468,P,1.0
X,ST0,0.183057375940356,203,223,P,1.0
X,ST0,0.7394540703185879,571,95,P,1.0
X,ST0,-0.29545059846129545,893,964,P,1.0
X,ST0,-0.27985436397161184,893,303,P,1.0
X,ST0,-0.3179314628678088,214,50,P,1.0
X,ST0,-0.2882840741441415,214,322,P,1.0
X,ST0,-0.1242842465673149,214,404,P,1.0
X,ST0,-0.08927266377019728,214,66,P,1.0
X,ST0,-0.282546267340389,214,576,P,1.0
X,ST0,-0.15305624849731692,214,961,P,1.0
X,ST0,-0.5683161191812316,214,46,P,1.0
X,ST0,-0.0032177173586019105,194,779,P,1.0
X,ST0,-0.4764096089903733,194,212,P,1.0
X,ST0,0.012609306199315282,194,184,P,1.0
X,ST0,0.02637387952751443,194,358,P,1.0
X,ST0,0.11459190223327863,194,366,P,1.0
X,ST0,-0.11424890961490868,194,207,P,1.0
X,ST0,-0.4172557294075067,194,938,P,1.0
X,ST0,-0.5707227364972083,259,763,P,1.0
X,ST0,-0.5038601436235196,420,313,P,1.0
X,ST0,0.29056259952082636,867,358,P,1.0
X,ST0,0.27153992153385986,867,647,P,1.0
X,ST0,-0.15587361067228872,867,938,P,1.0
X,ST0,-0.2770709219897018,898,71,P,1.0
X,ST0,-0.13321467207923593,898,553,P,1.0
X,ST0,-0.15904147207767855,598,142,P,1.0
X,ST0,0.4347096159980134,153,663,P,1.0
X,ST0,0.3066436101029,153,20,P,1.0
X,ST0,-0.08027790878200464,676,913,P,1.0
X,ST0,-0.18222244828334358,676,200,P,1.0
X,ST0,0.16972599212938025,676,422,P,1.0
X,ST0,0.3779834762754354,71,113,P,1.0
X,ST0,0.3127496062880433,481,948,P,1.0
X,ST0,0.09186349021553819,481,796,P,1.0
X,ST0,0.42965441472130467,481,859,P,1.0
X,ST0,0.6418729541907319,481,923,P,1.0
X,ST0,0.7295653098535587,481,674,P,1.0
X,ST0,0.5330008486739573,481,800,P,1.0
X,ST0,0.18220339419922818,593,524,P,1.0
X,ST0,-0.17506119258198388,175,70,P,1.0
X,ST0,-0.3039102565342895,175,882,P,1.0
X,ST0,-0.0917645628272864,444,534,P,1.0
X,ST0,-0.7402097401129486,254,554,P,1.0
X,ST0,-0.6975857882920999,254,122,P,1.0
X,ST0,-0.7364339160306619,254,652,P,1.0
X,ST0,0.4816477069016012,127,772,P,1.0
X,ST0,0.21564528517351028,127,43,P,1.0
X,ST0,0.16482612044871153,127,511,P,1.0
X,ST0,0.042050445435565874,127,956,P,1.0
X,ST0,0.20750277650392937,127,750,P,1.0
X,ST0,0.2852959502964193,127,140,P,1.0
X,ST0,0.1458257708641568,127,637,P,1.0
X,ST0,0.13462315932320015,992,673,P,1.0
X,ST0,-0.2748944037044756,72,6,P,1.0
X,ST0,-0.32561881929885367,72,653,P,1.0
X,ST0,0.16907770953808943,72,970,P,1.0
X,ST0,0.16018417711235533,72,433,P,1.0
X,ST0,0.21537837363837883,625,78,P,1.0
X,ST0,0.058063322539752826,625,679,P,1.0
X,ST0,0.2263048798784116,625,68,P,1.0
X,ST0,0.16788428374783876,625,587,P,1.0
X,ST0,-0.22691457435845944,479,317,P,1.0
X,ST0,0.24571788386434748,855,668,P,1.0
X,ST0,0.0975970050145545,855,787,P,1.0
X,ST0,0.26719034974664657,855,79,P,1.0
X,ST0,-0.062023977049498816,855,260,P,1.0
